Frequence_GHz,Amplitude_Moyenne,Erreur_Standard
0.025,0.12324215909090906,0.013989821692820136
0.026000404203718675,0.11510011363636365,0.013039796111387232
0.02700080840743735,0.09652795454545454,0.010240865773825995
0.028001212611156023,0.12145375,0.010699567077849885
0.029001616814874696,0.10565534090909091,0.006158832684120564
0.030002021018593374,0.1043239772727273,0.007499246249658465
0.031002425222312047,0.10385511363636363,0.008029497076926287
0.03200282942603072,0.10355125,0.009730824393682265
0.0330032336297494,0.10007238636363636,0.007353528747568903
0.03400363783346807,0.11154284090909089,0.009715390063887901
0.03500404203718674,0.12787875,0.014168124744595141
0.036004446240905416,0.09756420454545454,0.00604884690662554
0.03700485044462409,0.1132775,0.010166891834472504
0.038005254648342764,0.12474863636363635,0.01087246835272906
0.03900565885206144,0.10364693181818181,0.008974638738873289
0.04000606305578011,0.11900306818181818,0.010330761771947878
0.04100646725949879,0.0961419318181818,0.0058573498224153185
0.042006871463217466,0.10510727272727273,0.008228606472755338
0.043007275666936136,0.098335,0.0051179463904657925
0.044007679870654806,0.11572159090909094,0.010183996789039827
0.04500808407437348,0.11033125,0.009706938126108093
0.04600848827809216,0.10270568181818182,0.013590162630477626
0.04700889248181084,0.11545772727272725,0.013118794405072517
0.04800929668552951,0.12469704545454548,0.014366584894881556
0.04900970088924818,0.11989295454545455,0.009514748947615856
0.050010105092966856,0.11468522727272727,0.011124164061824161
0.05101050929668553,0.1089330681818182,0.011292556882647551
0.0520109135004042,0.11262045454545455,0.010798533889166401
0.05301131770412288,0.11387522727272725,0.010116625742572929
0.05401172190784155,0.10976136363636363,0.010546166299697146
0.05501212611156023,0.11188454545454544,0.010142116957094525
0.056012530315278905,0.12005772727272727,0.014240051019382178
0.057012934518997575,0.1260701136363636,0.010105477846836994
0.05801333872271625,0.09871022727272728,0.009216581108219043
0.05901374292643492,0.12480022727272727,0.006597243175997366
0.0600141471301536,0.10172374999999999,0.008848696287833491
0.06101455133387227,0.10350113636363636,0.008143268682934308
0.06201495553759095,0.10256329545454546,0.011234300661054752
0.06301535974130962,0.12092045454545454,0.013160675928250412
0.0640157639450283,0.11422568181818184,0.011698823076445208
0.06501616814874697,0.1149630681818182,0.01169287524224838
0.06601657235246564,0.08970193181818181,0.007885390236790248
0.06701697655618433,0.12404784090909092,0.009656482540728838
0.06801738075990299,0.11047249999999999,0.010158937803783246
0.06901778496362167,0.12560875,0.011687397229737759
0.07001818916734034,0.10241522727272728,0.008917228357833155
0.07101859337105901,0.11100011363636365,0.009771668162483106
0.07201899757477769,0.12167090909090908,0.006630980099234674
0.07301940177849636,0.14478681818181818,0.015374644214622977
0.07401980598221504,0.10645363636363638,0.011409329384391948
0.07502021018593372,0.1436521590909091,0.011922890076934938
0.07602061438965238,0.11909431818181818,0.009452267695330797
0.07702101859337106,0.11375761363636365,0.013840137368208012
0.07802142279708973,0.11570988636363637,0.007863976585683986
0.0790218270008084,0.13526011363636362,0.009173370400324494
0.08002223120452709,0.10658045454545455,0.01307233013901614
0.08102263540824575,0.12452102272727271,0.01137599682297888
0.08202303961196443,0.11221874999999999,0.011347591274242858
0.0830234438156831,0.11813829545454547,0.013763639900229973
0.08402384801940177,0.12989636363636362,0.007636788810539211
0.08502425222312046,0.12480227272727275,0.01388026135177931
0.08602465642683912,0.11882272727272727,0.0068754993430605186
0.0870250606305578,0.11686352272727273,0.008245833120944847
0.08802546483427648,0.10813636363636364,0.012020185217165278
0.08902586903799514,0.1280296590909091,0.012481073028848372
0.09002627324171383,0.1272560227272727,0.012670884094838636
0.0910266774454325,0.13064374999999998,0.011431454592085343
0.09202708164915116,0.11330136363636366,0.014165121008827684
0.09302748585286985,0.1182456818181818,0.009578587442660541
0.09402789005658851,0.10369818181818183,0.0075769892496872415
0.0950282942603072,0.12910829545454547,0.010990915484597547
0.09602869846402587,0.12399374999999999,0.015404798931295285
0.09702910266774453,0.10700875,0.006968042846305881
0.09802950687146322,0.11747284090909092,0.013624797793631854
0.09902991107518189,0.11704329545454545,0.012237608188853095
0.10003031527890058,0.13976238636363633,0.012472224818223987
0.10103071948261924,0.12604988636363637,0.019399487098168453
0.1020311236863379,0.12321397727272725,0.012724902401637444
0.1030315278900566,0.12568749999999998,0.00674109784818939
0.10403193209377526,0.10760840909090909,0.012541969704359944
0.10503233629749392,0.1263290909090909,0.009039741297728348
0.10603274050121261,0.12104488636363636,0.009940718698944737
0.10703314470493128,0.11802977272727272,0.011266260212287443
0.10803354890864997,0.12342352272727274,0.01093605970103526
0.10903395311236863,0.10508829545454547,0.00679511118393703
0.1100343573160873,0.11342693181818181,0.01236508655651481
0.11103476151980599,0.10912897727272729,0.0143596912791048
0.11203516572352465,0.1258526136363636,0.010966467880251825
0.11303556992724334,0.11734829545454545,0.00633098486672871
0.114035974130962,0.11730545454545455,0.009831947532430958
0.11503637833468067,0.13932954545454546,0.010552999894300748
0.11603678253839936,0.12198954545454545,0.009778149049946783
0.11703718674211802,0.12196420454545454,0.012379400829366161
0.11803759094583671,0.13296352272727274,0.006738771002602521
0.11903799514955538,0.1287223863636364,0.011367858767923655
0.12003839935327404,0.10981147727272728,0.008402255204600955
0.12103880355699273,0.11931193181818181,0.010257423198042464
0.1220392077607114,0.11427409090909091,0.007415082895637346
0.12303961196443008,0.1094564772727273,0.012787713829877286
0.12404001616814875,0.12062295454545452,0.014901178939471767
0.1250404203718674,0.12002681818181817,0.009741790760750286
0.1260408245755861,0.1297855681818182,0.008456190845663616
0.12704122877930477,0.13407545454545455,0.010546724819163389
0.12804163298302343,0.12444852272727273,0.010908417833284376
0.12904203718674212,0.10027159090909091,0.008782334252199434
0.13004244139046078,0.12096397727272729,0.00937479020949842
0.13104284559417947,0.10812454545454546,0.011478627156580767
0.13204324979789814,0.11492318181818183,0.01203646425894754
0.1330436540016168,0.12018545454545454,0.009340954124532007
0.1340440582053355,0.13740124999999997,0.012207438137491493
0.13504446240905416,0.13521181818181816,0.012080429466284551
0.13604486661277285,0.10961613636363637,0.011195378624295043
0.1370452708164915,0.13196840909090907,0.011192806970188525
0.13804567502021017,0.1350672727272727,0.011766090583047163
0.13904607922392886,0.13233318181818182,0.01610414795113115
0.14004648342764753,0.11193852272727273,0.009896827424130245
0.14104688763136622,0.0966753409090909,0.010057964452265538
0.14204729183508488,0.12105511363636362,0.007932167495564246
0.14304769603880355,0.11928340909090909,0.01306964451754839
0.14404810024252224,0.12479670454545454,0.01144756699695588
0.1450485044462409,0.10002,0.008877548296123203
0.1460489086499596,0.13023988636363637,0.007156424708972068
0.14704931285367825,0.11063159090909092,0.010404288806581856
0.14804971705739692,0.1001809090909091,0.010734924822283698
0.1490501212611156,0.11706261363636362,0.01279673934460737
0.15005052546483427,0.10742068181818185,0.014549334572962863
0.15105092966855294,0.11835034090909091,0.008742736010948065
0.15205133387227163,0.10829136363636364,0.008875968113738078
0.1530517380759903,0.10838420454545453,0.008643654251216099
0.15405214227970895,0.10715090909090907,0.013108178546377794
0.15505254648342764,0.13512613636363635,0.007834127243797112
0.1560529506871463,0.10842329545454543,0.009277828491270453
0.157053354890865,0.11653556818181818,0.011027732419290334
0.15805375909458366,0.1203140909090909,0.009941607824640153
0.15905416329830233,0.12597238636363636,0.008384852500895702
0.16005456750202102,0.11356011363636363,0.014991973825652495
0.16105497170573968,0.1269588636363636,0.012553752750054626
0.16205537590945837,0.10917181818181819,0.009939774208559708
0.16305578011317703,0.11643000000000002,0.0068480284550804064
0.1640561843168957,0.10957181818181817,0.008629906661581184
0.1650565885206144,0.12453488636363637,0.009344931464457792
