Frequence_GHz,Amplitude
0.025,0.08146625
0.026000404203718675,0.1507375
0.02700080840743735,0.09124625
0.028001212611156023,0.06400875
0.029001616814874696,0.12760749999999998
0.030002021018593374,0.11289875
0.031002425222312047,0.09964749999999999
0.03200282942603072,0.06009124999999999
0.0330032336297494,0.13200499999999998
0.03400363783346807,0.07991125
0.03500404203718674,0.15431125
0.036004446240905416,0.11347999999999998
0.03700485044462409,0.11361
0.038005254648342764,0.133035
0.03900565885206144,0.10779875
0.04000606305578011,0.1109
0.04100646725949879,0.13370125
0.042006871463217466,0.12358375
0.043007275666936136,0.10172875
0.044007679870654806,0.13875875000000001
0.04500808407437348,0.13575125
0.04600848827809216,0.12922625
0.04700889248181084,0.0818975
0.04800929668552951,0.09511625
0.04900970088924818,0.1022425
0.050010105092966856,0.13493625
0.05101050929668553,0.13390749999999998
0.0520109135004042,0.145095
0.05301131770412288,0.07716625
0.05401172190784155,0.18270250000000002
0.05501212611156023,0.0976925
0.056012530315278905,0.06338875
0.057012934518997575,0.073435
0.05801333872271625,0.09582625
0.05901374292643492,0.14808
0.0600141471301536,0.10983375
0.06101455133387227,0.13821750000000002
0.06201495553759095,0.10931125
0.06301535974130962,0.16466250000000002
0.0640157639450283,0.09080875000000001
0.06501616814874697,0.09395375
0.06601657235246564,0.07154875
0.06701697655618433,0.08601874999999999
0.06801738075990299,0.08465125000000001
0.06901778496362167,0.082225
0.07001818916734034,0.0863225
0.07101859337105901,0.07639
0.07201899757477769,0.109265
0.07301940177849636,0.23260625000000001
0.07401980598221504,0.10246125
0.07502021018593372,0.1495775
0.07602061438965238,0.11202375
0.07702101859337106,0.15869375
0.07802142279708973,0.10977375
0.0790218270008084,0.1744025
0.08002223120452709,0.20267625
0.08102263540824575,0.13949625
0.08202303961196443,0.17372874999999996
0.0830234438156831,0.11318875000000002
0.08402384801940177,0.113455
0.08502425222312046,0.11270875
0.08602465642683912,0.1283575
0.0870250606305578,0.10139250000000001
0.08802546483427648,0.0756825
0.08902586903799514,0.1076125
0.09002627324171383,0.14975875
0.0910266774454325,0.11160125000000001
0.09202708164915116,0.0902025
0.09302748585286985,0.16046500000000002
0.09402789005658851,0.08566625000000001
0.0950282942603072,0.13528749999999998
0.09602869846402587,0.19561499999999998
0.09702910266774453,0.10732625000000003
0.09802950687146322,0.06498375
0.09902991107518189,0.11657999999999999
0.10003031527890058,0.11887625
0.10103071948261924,0.1412225
0.1020311236863379,0.08695625
0.1030315278900566,0.13975875
0.10403193209377526,0.046866250000000005
0.10503233629749392,0.12197624999999998
0.10603274050121261,0.13725625
0.10703314470493128,0.09687375
0.10803354890864997,0.14030625
0.10903395311236863,0.07747625
0.1100343573160873,0.10682
0.11103476151980599,0.08573750000000001
0.11203516572352465,0.1252825
0.11303556992724334,0.11906375000000001
0.114035974130962,0.11586375
0.11503637833468067,0.1627025
0.11603678253839936,0.09646500000000004
0.11703718674211802,0.08919500000000001
0.11803759094583671,0.15364875
0.11903799514955538,0.11018750000000001
0.12003839935327404,0.06865375
0.12103880355699273,0.19703375
0.1220392077607114,0.09509875000000001
0.12303961196443008,0.10035125
0.12404001616814875,0.05806375
0.1250404203718674,0.09333375000000001
0.1260408245755861,0.15633
0.12704122877930477,0.16938499999999998
0.12804163298302343,0.09401874999999998
0.12904203718674212,0.121935
0.13004244139046078,0.1006825
0.13104284559417947,0.08508500000000002
0.13204324979789814,0.13753
0.1330436540016168,0.11364374999999999
0.1340440582053355,0.08197750000000001
0.13504446240905416,0.11277374999999999
0.13604486661277285,0.057914999999999994
0.1370452708164915,0.16859749999999998
0.13804567502021017,0.174735
0.13904607922392886,0.1144625
0.14004648342764753,0.14961375
0.14104688763136622,0.08838750000000001
0.14204729183508488,0.133935
0.14304769603880355,0.0806425
0.14404810024252224,0.12697874999999997
0.1450485044462409,0.12481124999999998
0.1460489086499596,0.135715
0.14704931285367825,0.09483375000000002
0.14804971705739692,0.10023375000000001
0.1490501212611156,0.08980875
0.15005052546483427,0.1446175
0.15105092966855294,0.1313325
0.15205133387227163,0.07742374999999999
0.1530517380759903,0.1527575
0.15405214227970895,0.08465000000000002
0.15505254648342764,0.11172875000000002
0.1560529506871463,0.10237625
0.157053354890865,0.14655625
0.15805375909458366,0.121805
0.15905416329830233,0.11589124999999999
0.16005456750202102,0.116905
0.16105497170573968,0.13829625
0.16205537590945837,0.10313375000000001
0.16305578011317703,0.11439375
0.1640561843168957,0.134
0.1650565885206144,0.10801625
0.16605699272433305,0.17175625
0.16705739692805172,0.10739875000000002
0.1680578011317704,0.18889
0.16905820533548907,0.09129749999999999
0.17005860953920776,0.18838625
0.17105901374292642,0.1138375
0.1720594179466451,0.1003825
0.17305982215036378,0.10695374999999999
0.17406022635408244,0.08649125000000002
0.17506063055780113,0.18241500000000002
0.1760610347615198,0.24262
0.17706143896523846,0.1155725
0.17806184316895715,0.09390124999999999
0.17906224737267581,0.07576125
